"ID","","","","","","","","","","","","TaxonLevel","","","","","","","","","","","","","","","","","","","","","","<i>Genus Species </i>"
"13700433","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>amphibius</i> <i>josti</i> <i>milleri</i> <i>mokrzeckii</i> <i>rhenanus</i> <i>soricoides</i>","<i>b</i> <i>Sorex</i> <i>amphibius</i> <i>nomen</i> <i>oblitum</i>","","","","<i>Neomys anomalus </i>"
"13700434","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albiventris</i> <i>nomen nudum</i> <i>albus</i> <i>alpestris</i> <i>nomen nudum</i> <i>aquaticus</i> <i>argenteus</i> <i>bicolor</i> <i>brachyotus</i> <i>canicularius</i> <i>carinatus</i> <i>ciliatus</i> <i>collaris</i> <i>dagestanicus</i> <i>daubentonii</i> <i>eremita</i> <i>fimbriatus</i> <i>fluviatilis</i> <i>griseogularis</i> <i>hermanni</i> <i>hydrophilus</i> <i>ignotus</i> <i>intermedius</i> <i>intermedius</i> <i>leucotis</i> <i>nomen nudum</i> <i>limchunhunii</i> <i>lineatus</i> <i>linneana</i> <i>liricaudatus</i> <i>longobarda</i> <i>macrourus</i> <i>minor</i> <i>musculus</i> <i>naias</i> <i>nanus</i> <i>natans</i> <i>niethammeri</i> <i>nigricans</i> <i>nomen nudum</i> <i>nigripes</i> <i>orientalis</i> <i>orientis</i> <i>pennantii</i> <i>psilurus</i> <i>remifer</i> <i>rivalis</i> <i>sowerbyi</i> <i>stagnatilis</i> <i>stresemanni</i> <i>watasei</i> <i>nomen nudum</i> <i>watasei</i>","<i>orientis</i> <i>watasei</i> <i>constrictus</i> <i>Crocidura</i> <i>russula</i> <i>niethammeri</i> <i>Neomys</i> <i>newtoni</i> <i>Neomys</i> <i>intermedius</i> <i>N.</i> <i>fodiens</i> <i>N.</i> <i>fodiens</i>","","","","<i>Neomys fodiens </i>"
"13700435","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","<i>N. schelkovnikovi</i>","<i>balkaricus</i> <i>leptodactylus</i> <i>schelkovnikovi</i>","<i>N.</i> <i>schelkovnikovi</i> <i>teres</i>","","","","<i>Neomys teres </i>"
"13700436","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Nesiotites</i> <i>hidalgo</i>","","","","","","<i>Nesiotites</i> <i>Asoriculus</i>","","","",""
"13700437","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>b</i> <i>a</i> <i>hidalgoi</i> <i>Asoriculus</i> <i>hidalgoi</i>","","","","<i>Nesiotites hidalgo </i>"
"13700438","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Nesiotites similis </i>"
"13700439","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Corsira</i> <i>nigrescens</i>","","","","","","<i>Chodsigoa</i> <i>Episoriculus</i> <i>b</i> <i>b</i>","","","",""
"13700440","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>aterrimus</i> <i>nomen nudum</i> <i>caurinus</i> <i>centralis</i> <i>holosericeus</i> <i>nomen nudum</i> <i>oligurus</i> <i>nomen nudum</i> <i>pahari</i> <i>sikimensis</i> <i>nomen nudum</i> <i>minor</i> <i>radulus</i>","<i>radulus</i> <i>b</i> <i>a</i> <i>minor</i> <i>radulus</i>","","","","<i>Soriculus nigrescens </i>"
"13700441","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Soriculus nigrescens </i>"
"13700442","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Soriculus nigrescens </i>"
"13700443","","","","","","","","","","","","TRIBE","","","","","","","","","","","","","","","","","","<i>Hesperosorex</i> <i>Beckiasorex</i>","","","",""
"13700444","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Notiosorex</i> <i>gigas</i>","","","","","","","","","",""
"13700445","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Notiosorex</i> <i>a</i> <i>Megasorex</i>","","","","<i>Megasorex gigas </i>"
"13700446","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Sorex</i> <i>Notiosorex</i> <i>crawfordi</i>","","","","","","<i>Notiosorex</i> <i>Megasorex</i> <i>gigas</i> <i>Megasorex</i> <i>Notiosorex</i> <i>Xenosorex</i> <i>phillipsii</i> <i>Cryptotis</i> <i>a</i>","","","",""
"13700447","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>b</i> <i>crawfordi</i> <i>crawfordi</i> <i>crawfordi</i> <i>a</i>","","","","<i>Notiosorex cockrumi </i>"
"13700448","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","<i>b</i>","","","","<i>evotis</i> <i>b</i> <i>N.</i> <i>cockrumi</i> <i>a</i>","","","","<i>Notiosorex crawfordi </i>"
"13700449","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>crawfordi</i> <i>a</i>","","","","<i>Notiosorex evotis </i>"
"13700450","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>crawfordi</i> <i>evotis</i>","","","","<i>Notiosorex villai </i>"
"13700451","","","","","","","","","","","","TRIBE","","","","","","","","","","","","","","","","","","","","","",""
"13700452","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Sorex</i> <i>araneus</i>","","","","","<i>Amphiosorex</i> <i>lapsus</i> <i>Amphisorex</i> <i>Asorex</i> <i>Atophyrax</i> <i>Corsira</i> <i>Dolgovia</i> <i>nomen nudum</i> <i>Eurosorex</i> <i>Fredgia</i> <i>nomen nudum</i> <i>Homalurus</i> <i>Hydrogale</i> <i>Kratochvilia</i> <i>nomen nudum</i> <i>Microsorex</i> <i>Musaraneus</i> <i>Neosorex</i> <i>Ognevia</i> <i>Otisorex</i> <i>Oxyrhin</i> <i>Soricidus</i> <i>Stroganovia</i> <i>Yudinia</i> <i>nomen nudum</i>","<i>a</i> <i>Microsorex</i> <i>Sorex</i> <i>b</i> <i>Otisorex</i> <i>araneus</i> <i>arcticus</i> <i>cinereus</i> <i>b</i> <i>vagrans</i>","","","",""
"13700453","","","","","","","","","","","","SUBGENUS","","","","","","","","","","","","<i>Sorex</i> <i>araneus</i>","","","","","","","","","",""
"13700454","","","","","","","","","","","","SUBGENUS","","","","","","","","","","","","<i>Sorex mirabilis </i>","","","","","","","","","",""
"13700455","","","","","","","","","","","","SUBGENUS","","","","","","","","","","","","<i>Sorex cinereus</i>","","","","","","","","","",""
"13700456","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Otisorex</i> <i>S.</i> <i>vagrans</i> <i>palustris</i>","","","","<i>Sorex alaskanus </i>"
"13700457","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>hercynicus</i> <i>intermedius</i> <i>longobarda</i> <i>tatricus</i>","<i>Sorex</i> <i>S.</i> <i>alpinus</i> <i>Homalurus</i> <i>b</i> <i>a</i>","","","","<i>Sorex alpinus </i>"
"13700458","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>crassicaudatus</i> <i>silanus</i> <i>valaicus</i> <i>nomen nudum</i>","<i>Sorex</i> <i>S. araneus</i> <i>a</i> <i>araneus</i> <i>antinorii</i> <i>b</i> <i>Sorex</i> <i>arunchi</i>","","","","<i>Sorex antinorii </i>"
"13700459","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","<i>in</i> <i>Europe cryptis</i> <i>a</i>","","","<i>alticola</i> <i>bergensis</i> <i>bohemicus</i> <i>bolkayi</i> <i>carpathicus</i> <i>castaneus</i> <i>concinnus</i> <i>csikii</i> <i>daubentonii</i> <i>eleonorae</i> <i>grantii</i> <i>hermanni</i> <i>huelleri</i> <i>ignotus</i> <i>iochanseni</i> <i>labiosus</i> <i>macrotrichus</i> <i>marchicus</i> <i>melanodon</i> <i>mollis</i> <i>nigra</i> <i>novyensis</i> <i>nuda</i> <i>pallidus</i> <i>nomen dubium</i> <i>personatus</i> <i>petrovi</i> <i>peucinius</i> <i>preussi</i> <i>pulcher</i> <i>pyrenaicus</i> <i>pyrrhonota</i> <i>quadricaudatus</i> <i>rhinolophus</i> <i>ryphaeus</i> <i>sultanae</i> <i>surinamensis</i> <i>tetragonurus</i> <i>uralensis</i> <i>vulgaris</i> <i>wettsteini</i>","<i>Subgenus Sorex, S. araneus group. S</i> <i>araneus</i> <i>b</i> <i>S.</i> <i>antinorii.</i> <i>Blarina</i> <i>pyrrhonota</i> <i>Cryptotis</i> <i>surinamensis</i> <i>Sorex</i> <i>araneus</i> <i>Myosorex</i> <i>preussi</i>","","","","<i>Sorex araneus </i>"
"13700460","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>belli</i> <i>nomen nudum</i> <i>pachyurus</i> <i>richardsonii</i> <i>spagnicola</i> <i>laricorum</i>","<i>Sorex</i> <i>S.</i> <i>arcticus</i> <i>arcticus</i> <i>tundrensis</i> <i>a</i> <i>maritimensis</i>","","","","<i>Sorex arcticus </i>"
"13700461","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex arcticus </i>"
"13700462","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex arcticus </i>"
"13700463","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>emarginatus</i>","","","","<i>Sorex arizonae </i>"
"13700464","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Sorex</i> <i>S.</i> <i>araneus</i> <i>Sorex antinorii</i> <i>a</i> <i>araneus</i>","","","","<i>Sorex arunchi </i>"
"13700465","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Sorex</i> <i>S.</i> <i>tundrensis</i> <i>excelsus</i> <i>c</i> <i>asper</i> <i>tundrensis</i>","","","","<i>Sorex asper </i>"
"13700466","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Sorex</i> <i>c</i> <i>S.</i> <i>araneus</i>","","","","<i>Sorex averini </i>"
"13700467","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>bairdii</i> <i>permiliensis</i>","<i>Otisorex</i> <i>S.</i> <i>vagrans</i> <i>obscurus</i> <i>vagrans</i> <i>monticulus</i> <i>permiliensis</i>","","","","<i>Sorex bairdi </i>"
"13700468","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex bairdi </i>"
"13700469","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex bairdi </i>"
"13700470","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>fumeolus</i> <i>gomphus</i> <i>nepalensis</i> <i>wardi</i>","<i>Sorex</i> <i>cylindricauda</i> <i>c</i>","","","","<i>Sorex bedfordiae </i>"
"13700471","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albiventer</i> <i>palmeri</i>","<i>Atophyrax</i> <i>Otisorex</i> <i>S.</i> <i>vagrans</i>","","","","<i>Sorex bendirii </i>"
"13700472","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex bendirii </i>"
"13700473","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex bendirii </i>"
"13700474","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex bendirii </i>"
"13700475","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Sorex</i> <i>S.</i> <i>minutus</i> <i>Eurosorex</i> <i>thibetanus</i> <i>a</i> <i>volnuchini</i>","","","","<i>Sorex buchariensis </i>"
"13700476","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>altaicus</i> <i>annexus</i> <i>araneoides</i> <i>buxtoni</i> <i>caecutienoides</i> <i>centralis</i> <i>insularis</i> <i>nomen nudum</i> <i>insularis</i> <i>karpinskii</i> <i>koreni</i> <i>kurilensis</i> <i>nomen nudum</i> <i>lapponicus</i> <i>longicaudatus</i> <i>nomen nudum</i> <i>longicaudatus</i> <i>longicaudatus</i> <i>nomen nudum, </i> <i>longicaudatus</i> <i>macropygmaeus</i> <i>orii</i> <i>pleskei</i> <i>rozanovi</i> <i>saevus</i> <i>tasicus</i> <i>tungussensis</i>","<i>Sorex</i> <i>S.</i> <i>caecutiens</i> <i>tundrensis</i> <i>arcticus</i> <i>cansulus</i> <i>granarius</i> <i>shinto</i> <i>caecutiens</i> <i>saevus</i>","","","","<i>Sorex caecutiens </i>"
"13700477","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Otisorex</i> <i>S.</i> <i>cinereus</i> <i>cinereus</i> <i>b</i>","","","","<i>Sorex camtschatica </i>"
"13700478","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Sorex</i> <i>tundrensis</i>","","","","<i>Sorex cansulus </i>"
"13700479","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>acadicus</i> <i>fontinalis</i> <i>hollisteri</i> <i>lesueurii</i> <i>miscix</i> <i>ohionensis</i> <i>streatori</i> <i>cooperi</i> <i>forsteri</i> <i>frankstounensis</i> <i>idahoensis</i> <i>nigriculus</i> <i>personatus</i> <i>platyrhinus</i>","<i>Otisorex</i> <i>S.</i> <i>cinereus</i> <i>haydeni</i> <i>jacksoni</i> <i>ugyunak</i> <i>portenkoi</i> <i>leucogaster</i> <i>beringianus,</i> <i>camtschatica</i> <i>b</i> <i>S</i> <i>fontinalis</i> <i>cinereus</i> <i>lesueurii</i> <i>cinereus</i> <i>haydeni</i> <i>cinereus</i> <i>haydeni</i>","","","","<i>Sorex cinereus </i>"
"13700480","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700481","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700482","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700483","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700484","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700485","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700486","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700487","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex cinereus </i>"
"13700488","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>euronotus</i> <i>fretalis</i> <i>gemellus</i> <i>personatus</i> <i>santonus</i>","<i>Sorex</i> <i>S.</i> <i>araneus</i> <i>araneus</i> <i>araneus</i>","","","","<i>Sorex coronatus </i>"
"13700489","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Sorex</i> <i>S.</i> <i>bedfordiae</i>","","","","<i>Sorex cylindricauda </i>"
"13700490","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>megalotis</i> <i>sanguinidens</i> <i>scaloni</i>","<i>Sorex</i> <i>S.</i> <i>araneus</i> <i>Stroganovia</i> <i>daphaenodon</i> <i>sanguinidens</i> <i>scaloni</i> <i>orii</i> <i>caecutiens</i>","","","","<i>Sorex daphaenodon </i>"
"13700491","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex daphaenodon </i>"
"13700492","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex daphaenodon </i>"
"13700493","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex daphaenodon </i>"
"13700494","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>macrurus</i> <i>macrourus</i> <i>blitchi</i>","<i>Otisorex</i> <i>gaspensis</i>","","","","<i>Sorex dispar </i>"
"13700495","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex dispar </i>"
"13700496","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sorex dispar </i>"
